Date,Open,High,Low,Close,Adj Close,Volume
2022-09-29,25.59447479248047,25.847761154174805,24.489288330078125,24.710060119628906,24.710060119628906,2058648
2022-09-30,24.70998191833496,24.750444412231445,2.637439012527466,3.3854660987854004,3.3854660987854004,216946
2022-10-01,3.3855090141296387,3.444098949432373,0.21600699424743652,0.2658109962940216,0.2658109962940216,7590
2022-10-02,0.2658120095729828,0.3501189947128296,0.17400899529457092,0.1773110032081604,0.1773110032081604,2738
2022-10-03,0.1773100048303604,0.18770700693130493,0.15060600638389587,0.1826159954071045,0.1826159954071045,161587
2022-10-04,0.18261699378490448,0.19433000683784485,0.18261699378490448,0.19314900040626526,0.19314900040626526,242792
2022-10-05,0.19314800202846527,0.19582800567150116,0.18184399604797363,0.19582100212574005,0.19582100212574005,216899
2022-10-06,0.19582100212574005,0.22164000570774078,0.19522500038146973,0.2184309959411621,0.2184309959411621,230439
2022-10-07,0.21842800080776215,0.23473800718784332,0.19892099499702454,0.20182499289512634,0.20182499289512634,215754
2022-10-08,0.20182499289512634,0.22262899577617645,0.20042799413204193,0.21921800076961517,0.21921800076961517,97001
2022-10-09,0.21921700239181519,0.21971899271011353,0.040004998445510864,0.1477230042219162,0.1477230042219162,68030
2022-10-10,0.1477240025997162,0.16202899813652039,0.13531099259853363,0.1553030014038086,0.1553030014038086,152726
2022-10-11,0.15530100464820862,0.16048799455165863,0.1350959986448288,0.16008399426937103,0.16008399426937103,151207
2022-10-12,0.1600870043039322,0.163005992770195,0.0799970030784607,0.16289900243282318,0.16289900243282318,28831
2022-10-13,0.1628970056772232,0.9363849759101868,0.15170300006866455,0.21311700344085693,0.21311700344085693,99207
2022-10-14,0.21311800181865692,0.2536270022392273,0.15890899300575256,0.20001499354839325,0.20001499354839325,35091
2022-10-15,0.20001499354839325,0.22651100158691406,0.19750699400901794,0.20461800694465637,0.20461800694465637,31474
2022-10-16,0.2046169936656952,0.20511800050735474,0.18030999600887299,0.19981099665164948,0.19981099665164948,207329
2022-10-17,0.19981199502944946,0.20011399686336517,0.1843090057373047,0.18711300194263458,0.18711300194263458,242667
2022-10-18,0.18711300194263458,0.18741600215435028,0.10200600326061249,0.18161900341510773,0.18161900341510773,64198
2022-10-19,0.18161900341510773,0.18162000179290771,0.1605139970779419,0.17250999808311462,0.17250999808311462,118514
2022-10-20,0.1725119948387146,0.17530299723148346,0.16399900615215302,0.16399900615215302,0.16399900615215302,193156
2022-10-21,0.164000004529953,0.1640080064535141,0.13979700207710266,0.15121899545192719,0.15121899545192719,19884
2022-10-22,0.15121899545192719,0.15211300551891327,0.08100699633359909,0.1294109970331192,0.1294109970331192,15005
2022-10-23,0.12940800189971924,0.30964601039886475,0.10000400245189667,0.16021199524402618,0.16021199524402618,98365
2022-10-24,0.1602109968662262,0.1828240007162094,0.11430899798870087,0.1461080014705658,0.1461080014705658,95384
2022-10-25,0.1461070030927658,0.16503000259399414,0.11000499874353409,0.16153399646282196,0.16153399646282196,179786
2022-10-26,0.16153199970722198,0.17453299462795258,0.14392900466918945,0.17113399505615234,0.17113399505615234,202215
2022-10-27,0.17113499343395233,0.1711450070142746,0.15812699496746063,0.16451500356197357,0.16451500356197357,87151
2022-10-28,0.16451600193977356,0.18363800644874573,0.15781599283218384,0.16702400147914886,0.16702400147914886,48854
2022-10-29,0.16702300310134888,0.1697389930486679,0.15413400530815125,0.16013599932193756,0.16013599932193756,212527
2022-10-30,0.16013599932193756,0.16384899616241455,0.1527310013771057,0.1587280035018921,0.1587280035018921,92483
2022-10-31,0.15872900187969208,0.16103500127792358,0.14071500301361084,0.15369200706481934,0.15369200706481934,180307
2022-11-01,0.15369300544261932,0.15488199889659882,0.1259859949350357,0.1391890048980713,0.1391890048980713,70702
2022-11-02,0.1391890048980713,0.1424890011548996,0.11008899658918381,0.11990000307559967,0.11990000307559967,164603
2022-11-03,0.1198979988694191,0.11990399658679962,0.08730100095272064,0.08810099959373474,0.08810099959373474,30733
2022-11-04,0.08810099959373474,0.09560199826955795,0.08430500328540802,0.09060700237751007,0.09060700237751007,272858
2022-11-05,0.09060700237751007,0.09230999648571014,0.08981099724769592,0.09031099826097488,0.09031099826097488,1375836
2022-11-06,0.09031099826097488,0.09271200001239777,0.09010499715805054,0.09250800311565399,0.09250800311565399,1710187
2022-11-07,0.09250900149345398,0.09260699898004532,0.08890700340270996,0.08920799940824509,0.08920799940824509,1977783
2022-11-08,0.08920799940824509,0.09122300148010254,0.0606129989027977,0.06740199774503708,0.06740199774503708,853880
2022-11-09,0.06740300357341766,0.06740300357341766,0.050182998180389404,0.06331100314855576,0.06331100314855576,137476
2022-11-10,0.06331299990415573,0.06331299990415573,0.05984700098633766,0.060867998749017715,0.060867998749017715,112727
2022-11-11,0.06086700037121773,0.06208899989724159,0.05980199947953224,0.06019299849867821,0.06019299849867821,211459
2022-11-12,0.06019100174307823,0.07250499725341797,0.05991100147366524,0.07090199738740921,0.07090199738740921,149554
2022-11-13,0.07090199738740921,0.07100199908018112,0.06212100014090538,0.06412000209093094,0.06412000209093094,236514
2022-11-14,0.06412000209093094,0.07050900161266327,0.03286699950695038,0.05984099954366684,0.05984099954366684,172265
2022-11-15,0.05984099954366684,0.06532000005245209,0.04095499962568283,0.059748001396656036,0.059748001396656036,162318
2022-11-16,0.059748001396656036,1.2579549551010132,0.03996500000357628,0.05066100135445595,0.05066100135445595,79694
2022-11-17,0.05066100135445595,0.050769999623298645,0.036382999271154404,0.04747200012207031,0.04747200012207031,0
2022-11-18,0.047471001744270325,0.047474998980760574,0.04745600000023842,0.04746000096201897,0.04746000096201897,0
2022-11-19,0.047460999339818954,0.04746599867939949,0.042107000946998596,0.043404001742601395,0.043404001742601395,0
2022-11-20,0.0433959998190403,0.07490400224924088,0.0433650016784668,0.05001800134778023,0.05001800134778023,0
2022-11-21,0.05002100020647049,0.05095300078392029,0.03633200004696846,0.05013899877667427,0.05013899877667427,0
2022-11-22,0.05014999955892563,0.16865800321102142,0.048868000507354736,0.16823700070381165,0.16823700070381165,0
2022-11-23,0.16820399463176727,0.2300409972667694,0.06388600170612335,0.06592900305986404,0.06592900305986404,0
2022-11-24,0.06590600311756134,0.06870699673891068,0.04864000156521797,0.05434799939393997,0.05434799939393997,0
2022-11-25,0.05435499921441078,0.07533799856901169,0.043838001787662506,0.06588999927043915,0.06588999927043915,0
2022-11-26,0.06589099764823914,0.09728900343179703,0.06359700113534927,0.07691200077533722,0.07691200077533722,0
2022-11-27,0.07688300311565399,0.10684400051832199,0.04611099883913994,0.04882099851965904,0.04882099851965904,0
2022-11-28,0.048806000500917435,2.0298359394073486,0.048806000500917435,0.6261659860610962,0.6261659860610962,0
