Date,Open,High,Low,Close,Adj Close,Volume
2021-05-10,0.0,750.73046875,0.0,428.3623046875,428.3623046875,290834080
2021-05-11,428.4841613769531,580.3784790039062,346.1799011230469,364.78997802734375,364.78997802734375,1667242972
2021-05-12,366.9465637207031,387.5951843261719,255.49424743652344,255.49424743652344,255.49424743652344,1029335147
2021-05-13,255.6376495361328,344.9256286621094,252.07086181640625,300.0203857421875,300.0203857421875,886643614
2021-05-14,301.2485046386719,340.4146728515625,292.91217041015625,304.1851806640625,304.1851806640625,471523354
2021-05-15,304.0125732421875,304.7862243652344,240.2845001220703,246.02374267578125,246.02374267578125,426384680
2021-05-16,245.77157592773438,263.6380310058594,205.14984130859375,225.08676147460938,225.08676147460938,362549390
2021-05-17,225.36386108398438,225.36386108398438,185.54910278320312,195.94810485839844,195.94810485839844,364815932
2021-05-18,195.5773468017578,205.7008514404297,161.9789581298828,164.36183166503906,164.36183166503906,393520826
2021-05-19,164.01150512695312,178.69627380371094,94.29244995117188,124.2806167602539,124.2806167602539,652652876
2021-05-20,122.94561004638672,222.1440887451172,104.1538314819336,165.56182861328125,165.56182861328125,1766366511
2021-05-21,164.1954345703125,185.7506866455078,120.15440368652344,146.15252685546875,146.15252685546875,872795486
2021-05-22,146.20046997070312,167.4713134765625,125.53269958496094,145.95286560058594,145.95286560058594,504331090
2021-05-23,146.259765625,165.564208984375,120.99942779541016,144.61146545410156,144.61146545410156,611510637
2021-05-24,144.17318725585938,163.2674102783203,135.89891052246094,148.15953063964844,148.15953063964844,546965245
2021-05-25,147.78269958496094,156.4700469970703,123.84809875488281,134.03724670410156,134.03724670410156,431735498
2021-05-26,134.16651916503906,152.3456573486328,132.16937255859375,143.41946411132812,143.41946411132812,435275572
2021-05-27,142.9129180908203,145.8153839111328,130.00198364257812,130.80532836914062,130.80532836914062,266639209
2021-05-28,131.83087158203125,132.97354125976562,110.30175018310547,115.76527404785156,115.76527404785156,291887855
2021-05-29,115.8014144897461,119.67605590820312,106.08243560791016,110.51677703857422,110.51677703857422,180885347
2021-05-30,110.57963562011719,118.18433380126953,104.68504333496094,111.35319519042969,111.35319519042969,171767299
2021-05-31,111.45780944824219,115.11274719238281,105.56305694580078,114.80200958251953,114.80200958251953,187751438
2021-06-01,114.7149658203125,116.98210144042969,106.5529556274414,107.59419250488281,107.59419250488281,149595133
2021-06-02,107.60163879394531,112.7750244140625,102.70545196533203,107.4555435180664,107.4555435180664,239196731
2021-06-03,107.50677490234375,136.0807647705078,105.25251770019531,124.54924774169922,124.54924774169922,507675844
2021-06-04,124.54095458984375,124.54095458984375,105.49617767333984,108.97987365722656,108.97987365722656,399300278
2021-06-05,108.82022094726562,116.13790893554688,100.06451416015625,104.74594116210938,104.74594116210938,219960829
2021-06-06,104.68657684326172,109.70458221435547,102.74955749511719,104.58992004394531,104.58992004394531,152859891
2021-06-07,104.49311065673828,106.72016906738281,89.17488861083984,91.10304260253906,91.10304260253906,204560360
2021-06-08,91.24988555908203,94.36019134521484,77.0743408203125,81.63610076904297,81.63610076904297,277308338
2021-06-09,81.41252136230469,88.4935531616211,77.30193328857422,81.54084777832031,81.54084777832031,266849941
2021-06-10,81.54377746582031,83.60002899169922,65.83689880371094,66.59059143066406,66.59059143066406,373290839
2021-06-11,66.58796691894531,72.14312744140625,56.47590255737305,58.237911224365234,58.237911224365234,359113045
2021-06-12,58.25257110595703,67.12152099609375,53.14746856689453,61.20527267456055,61.20527267456055,354115890
2021-06-13,61.134910583496094,66.44823455810547,57.278568267822266,64.56804656982422,64.56804656982422,306597749
2021-06-14,64.3741226196289,70.50425720214844,62.486690521240234,66.03165435791016,66.03165435791016,309144566
2021-06-15,67.43059539794922,68.77147674560547,58.712974548339844,64.01873016357422,64.01873016357422,279699693
2021-06-16,60.3350830078125,60.404930114746094,54.83236312866211,55.22580337524414,55.22580337524414,202339096
2021-06-17,55.34056854248047,60.08330535888672,51.597625732421875,54.0080451965332,54.0080451965332,210236034
2021-06-18,54.12803268432617,55.41810989379883,47.14199447631836,48.1130256652832,48.1130256652832,187939018
2021-06-19,48.4122200012207,54.86235427856445,46.41745376586914,49.067222595214844,49.067222595214844,242970543
2021-06-20,48.79362869262695,50.662784576416016,44.22224044799805,47.21138000488281,47.21138000488281,191691607
2021-06-21,47.159080505371094,47.506439208984375,36.27510452270508,36.76573944091797,36.76573944091797,251792235
2021-06-22,36.68617630004883,40.08692932128906,32.045223236083984,34.41373062133789,34.41373062133789,240285267
2021-06-23,34.45174026489258,40.85424041748047,33.03533935546875,37.25491714477539,37.25491714477539,248657687
2021-06-24,37.78126907348633,38.87322235107422,33.25767517089844,34.64143753051758,34.64143753051758,209852877
